annais,sexe,preusuel,rank
1979,1,FRÉDÉRIC,6.0
1979,1,CEDRIC,7.0
1979,1,JEROME,8.0
1979,1,STÉPHANE,9.0
1979,1,OLIVIER,10.0
1979,2,CÉLINE,1.0
1979,2,STÉPHANIE,2.0
1979,2,VIRGINIE,3.0
1979,2,AURÉLIE,4.0
1979,2,SANDRINE,5.0
1979,2,LAETITIA,6.0
1979,2,DELPHINE,7.0
1979,2,SABRINA,8.0
1979,2,MARIE,9.0
1979,2,SOPHIE,10.0
1980,1,NICOLAS,1.0
1980,1,SÉBASTIEN,2.0
1980,1,JULIEN,3.0
1980,1,DAVID,4.0
1980,1,CHRISTOPHE,5.0
1980,1,FRÉDÉRIC,6.0
1980,1,CEDRIC,7.0
1980,1,GUILLAUME,8.0
1980,1,JEROME,9.0
1980,1,OLIVIER,10.0
1980,2,CÉLINE,1.0
1980,2,EMILIE,2.0
1980,2,AURÉLIE,3.0
1980,2,VIRGINIE,4.0
1980,2,STÉPHANIE,5.0
1980,2,LAETITIA,6.0
1980,2,MARIE,7.0
1980,2,SABRINA,8.0
1980,2,AUDREY,9.0
1980,2,SANDRINE,10.0
1981,1,NICOLAS,1.0
1981,1,JULIEN,2.0
1981,1,SÉBASTIEN,3.0
1981,1,DAVID,4.0
1981,1,GUILLAUME,5.0
1981,1,CEDRIC,6.0
1981,1,CHRISTOPHE,7.0
1981,1,FRÉDÉRIC,8.0
1981,1,VINCENT,9.0
1981,1,ALEXANDRE,10.0
1981,2,CÉLINE,1.0
1981,2,AURÉLIE,2.0
1981,2,EMILIE,3.0
1981,2,VIRGINIE,4.0
1981,2,STÉPHANIE,5.0
1981,2,LAETITIA,6.0
1981,2,MARIE,7.0
1981,2,SABRINA,8.0
1981,2,AUDREY,9.0
1981,2,ELODIE,10.0
1982,1,NICOLAS,1.0
1982,1,JULIEN,2.0
1982,1,SÉBASTIEN,3.0
1982,1,DAVID,4.0
1982,1,GUILLAUME,5.0
1982,1,CEDRIC,6.0
1982,1,ALEXANDRE,7.0
1982,1,CHRISTOPHE,8.0
1982,1,VINCENT,9.0
1982,1,JEROME,10.0
1982,2,AURÉLIE,1.0
1982,2,CÉLINE,2.0
1982,2,EMILIE,3.0
1982,2,LAETITIA,4.0
1982,2,STÉPHANIE,5.0
1982,2,ELODIE,6.0
1982,2,VIRGINIE,7.0
1982,2,AUDREY,8.0
1982,2,MARIE,9.0
1982,2,JULIE,10.0
1983,1,JULIEN,1.0
1983,1,NICOLAS,2.0
1983,1,SÉBASTIEN,3.0
1983,1,GUILLAUME,4.0
1983,1,DAVID,5.0
1983,1,VINCENT,6.0
1983,1,ALEXANDRE,7.0
1983,1,ROMAIN,8.0
1983,1,CHRISTOPHE,9.0
1983,1,CEDRIC,10.0
1983,2,AURÉLIE,1.0
1983,2,EMILIE,2.0
1983,2,CÉLINE,3.0
1983,2,JULIE,4.0
1983,2,ELODIE,5.0
1983,2,STÉPHANIE,6.0
1983,2,AUDREY,7.0
1983,2,MARIE,8.0
1983,2,LAETITIA,9.0
1983,2,VIRGINIE,10.0
1984,1,JULIEN,1.0
1984,1,NICOLAS,2.0
1984,1,SÉBASTIEN,3.0
1984,1,GUILLAUME,4.0
1984,1,JONATHAN,5.0
1984,1,DAVID,6.0
1984,1,THOMAS,7.0
1984,1,ROMAIN,8.0
1984,1,MATHIEU,9.0
1984,1,ANTHONY,10.0
1984,2,AURÉLIE,1.0
1984,2,EMILIE,2.0
1984,2,CÉLINE,3.0
1984,2,ELODIE,4.0
1984,2,JULIE,5.0
1984,2,AUDREY,6.0
1984,2,MARIE,7.0
1984,2,STÉPHANIE,8.0
1984,2,LAETITIA,9.0
1984,2,VIRGINIE,10.0
1985,1,JULIEN,1.0
1985,1,NICOLAS,2.0
1985,1,SÉBASTIEN,3.0
1985,1,GUILLAUME,4.0
1985,1,JONATHAN,5.0
1985,1,ANTHONY,6.0
1985,1,ROMAIN,7.0
1985,1,THOMAS,8.0
1985,1,ALEXANDRE,9.0
1985,1,DAMIEN,10.0
1985,2,AURÉLIE,1.0
1985,2,EMILIE,2.0
1985,2,JULIE,3.0
1985,2,MARIE,4.0
1985,2,ELODIE,5.0
1985,2,CÉLINE,6.0
1985,2,AUDREY,7.0
1985,2,STÉPHANIE,8.0
1985,2,JENNIFER,9.0
1985,2,MÉLANIE,10.0
1986,1,JULIEN,1.0
1986,1,NICOLAS,2.0
1986,1,GUILLAUME,3.0
1986,1,ALEXANDRE,4.0
1986,1,SÉBASTIEN,5.0
1986,1,THOMAS,6.0
1986,1,ROMAIN,7.0
1986,1,ANTHONY,8.0
1986,1,JONATHAN,9.0
1986,1,JEREMY,10.0
1986,2,AURÉLIE,1.0
1986,2,EMILIE,2.0
1986,2,JULIE,3.0
1986,2,ELODIE,4.0
1986,2,STÉPHANIE,5.0
1986,2,MARIE,6.0
1986,2,AUDREY,7.0
1986,2,CÉLINE,8.0
1986,2,JENNIFER,9.0
1986,2,MÉLANIE,10.0
1987,1,JULIEN,1.0
1987,1,NICOLAS,2.0
1987,1,ROMAIN,3.0
1987,1,ALEXANDRE,4.0
1987,1,ANTHONY,5.0
1987,1,JEREMY,6.0
1987,1,GUILLAUME,7.0
1987,1,THOMAS,8.0
1987,1,SÉBASTIEN,9.0
1987,1,JONATHAN,10.0
1987,2,JULIE,1.0
1987,2,AURÉLIE,2.0
1987,2,ELODIE,3.0
1987,2,EMILIE,4.0
1987,2,MARIE,5.0
1987,2,AUDREY,6.0
1987,2,STÉPHANIE,7.0
1987,2,CÉLINE,8.0
1987,2,PAULINE,9.0
1987,2,SOPHIE,10.0
1988,1,JULIEN,1.0
1988,1,NICOLAS,2.0
1988,1,ROMAIN,3.0
1988,1,ANTHONY,4.0
1988,1,KEVIN,5.0
1988,1,ALEXANDRE,6.0
1988,1,THOMAS,7.0
1988,1,JEREMY,8.0
1988,1,GUILLAUME,9.0
1988,1,JONATHAN,10.0
1988,2,ELODIE,1.0
1988,2,LAURA,2.0
1988,2,JULIE,3.0
1988,2,AURÉLIE,4.0
1988,2,MARIE,5.0
1988,2,AUDREY,6.0
1988,2,EMILIE,7.0
1988,2,MARION,8.0
1988,2,MARINE,9.0
1988,2,PAULINE,10.0
1989,1,KEVIN,1.0
1989,1,JULIEN,2.0
1989,1,NICOLAS,3.0
1989,1,ROMAIN,4.0
1989,1,ALEXANDRE,5.0
1989,1,ANTHONY,6.0
1989,1,THOMAS,7.0
1989,1,MAXIME,8.0
1989,1,GUILLAUME,9.0
1989,1,JEREMY,10.0
1989,2,ELODIE,1.0
1989,2,LAURA,2.0
1989,2,JULIE,3.0
1989,2,AURÉLIE,4.0
1989,2,MARION,5.0
1989,2,MARIE,6.0
1989,2,MARINE,7.0
1989,2,MÉLANIE,8.0
1989,2,AUDREY,9.0
1989,2,PAULINE,10.0
1990,1,KEVIN,1.0
1990,1,THOMAS,2.0
1990,1,JULIEN,3.0
1990,1,NICOLAS,4.0
1990,1,ALEXANDRE,5.0
1990,1,ANTHONY,6.0
1990,1,MAXIME,7.0
1990,1,ROMAIN,8.0
1990,1,JEREMY,9.0
1990,1,GUILLAUME,10.0
1990,2,ELODIE,1.0
1990,2,LAURA,2.0
1990,2,JULIE,3.0
1990,2,MARINE,4.0
1990,2,MARIE,5.0
1990,2,MARION,6.0
1990,2,PAULINE,7.0
1990,2,AURÉLIE,8.0
1990,2,CAMILLE,9.0
1990,2,MÉLANIE,10.0
1991,1,KEVIN,1.0
1991,1,THOMAS,2.0
1991,1,ALEXANDRE,3.0
1991,1,JULIEN,4.0
1991,1,NICOLAS,5.0
1991,1,MAXIME,6.0
1991,1,ANTHONY,7.0
1991,1,ROMAIN,8.0
1991,1,FLORIAN,9.0
1991,1,GUILLAUME,10.0
1991,2,MARINE,1.0
1991,2,ELODIE,2.0
1991,2,LAURA,3.0
1991,2,JULIE,4.0
1991,2,MARIE,5.0
1991,2,MARION,6.0
1991,2,PAULINE,7.0
1991,2,CAMILLE,8.0
1991,2,ANAÏS,9.0
1991,2,MÉLANIE,10.0
1992,1,KEVIN,1.0
1992,1,THOMAS,2.0
1992,1,MAXIME,3.0
1992,1,ALEXANDRE,4.0
1992,1,NICOLAS,5.0
1992,1,JULIEN,6.0
1992,1,ANTHONY,7.0
1992,1,ROMAIN,8.0
1992,1,FLORIAN,9.0
1992,1,BENJAMIN,10.0
1992,2,LAURA,1.0
1992,2,MARINE,2.0
1992,2,MARIE,3.0
1992,2,MARION,4.0
1992,2,ELODIE,5.0
1992,2,CAMILLE,7.0
1992,2,JULIE,7.0
1992,2,PAULINE,8.0
1992,2,ANAÏS,9.0
1992,2,JUSTINE,10.0
1993,1,KEVIN,1.0
1993,1,THOMAS,2.0
1993,1,ALEXANDRE,3.0
1993,1,NICOLAS,4.0
1993,1,MAXIME,5.0
1993,1,JULIEN,6.0
1993,1,JORDAN,7.0
1993,1,ANTHONY,8.0
1993,1,ROMAIN,9.0
1993,1,FLORIAN,10.0
1993,2,LAURA,1.0
1993,2,MARINE,2.0
1993,2,MARIE,3.0
1993,2,ANAÏS,4.0
1993,2,CAMILLE,5.0
1993,2,MANON,6.0
1993,2,JULIE,7.0
1993,2,PAULINE,8.0
1993,2,MARION,9.0
1993,2,MÉLANIE,10.0
1994,1,KEVIN,1.0
1994,1,NICOLAS,2.0
1994,1,ALEXANDRE,3.0
1994,1,THOMAS,4.0
1994,1,MAXIME,5.0
1994,1,JULIEN,6.0
1994,1,QUENTIN,7.0
1994,1,ROMAIN,8.0
1994,1,ANTOINE,9.0
1994,1,FLORIAN,10.0
1994,2,LAURA,1.0
1994,2,MANON,2.0
1994,2,MARIE,3.0
1994,2,CAMILLE,4.0
1994,2,MARINE,5.0
1994,2,ANAÏS,6.0
1994,2,MÉLANIE,7.0
1994,2,PAULINE,8.0
1994,2,MARION,9.0
1994,2,JULIE,10.0
1995,1,NICOLAS,1.0
1995,1,ALEXANDRE,2.0
1995,1,THOMAS,3.0
1995,1,MAXIME,4.0
1995,1,KEVIN,5.0
1995,1,QUENTIN,6.0
1995,1,JULIEN,7.0
1995,1,DYLAN,8.0
1995,1,ANTOINE,9.0
1995,1,FLORIAN,10.0
1995,2,MANON,1.0
1995,2,MARIE,2.0
1995,2,LAURA,3.0
1995,2,CAMILLE,4.0
1995,2,MARINE,5.0
1995,2,PAULINE,6.0
1995,2,LÉA,7.0
1995,2,ANAÏS,8.0
1995,2,MARION,9.0
1995,2,JULIE,10.0
1996,1,THOMAS,1.0
1996,1,ALEXANDRE,2.0
1996,1,NICOLAS,3.0
1996,1,MAXIME,4.0
1996,1,DYLAN,5.0
1996,1,QUENTIN,6.0
1996,1,ANTOINE,7.0
1996,1,JULIEN,8.0
1996,1,FLORIAN,9.0
1996,1,KEVIN,10.0
1996,2,MANON,1.0
1996,2,MARIE,2.0
1996,2,LAURA,3.0
1996,2,CAMILLE,4.0
1996,2,MARINE,5.0
1996,2,LÉA,6.0
1996,2,PAULINE,7.0
1996,2,CHLOÉ,8.0
1996,2,SARAH,9.0
1996,2,JULIE,10.0
1997,1,THOMAS,1.0
1997,1,ALEXANDRE,2.0
1997,1,NICOLAS,3.0
1997,1,MAXIME,4.0
1997,1,QUENTIN,5.0
1997,1,ANTOINE,6.0
1997,1,DYLAN,7.0
1997,1,JULIEN,8.0
1997,1,LUCAS,9.0
1997,1,ALEXIS,10.0
1997,2,LÉA,1.0
1997,2,MANON,2.0
1997,2,CAMILLE,3.0
1997,2,MARIE,4.0
1997,2,CHLOÉ,5.0
1997,2,LAURA,6.0
1997,2,MARINE,7.0
1997,2,PAULINE,8.0
1997,2,SARAH,9.0
1997,2,JULIE,10.0
1998,1,THOMAS,1.0
1998,1,ALEXANDRE,2.0
1998,1,QUENTIN,3.0
1998,1,MAXIME,4.0
1998,1,NICOLAS,5.0
1998,1,LUCAS,6.0
1998,1,ANTOINE,7.0
1998,1,CLÉMENT,8.0
1998,1,JULIEN,9.0
1998,1,HUGO,10.0
1998,2,LÉA,1.0
1998,2,MANON,2.0
1998,2,CAMILLE,3.0
1998,2,MARIE,4.0
1998,2,CHLOÉ,5.0
1998,2,OCÉANE,6.0
1998,2,LAURA,7.0
1998,2,SARAH,8.0
1998,2,MARINE,9.0
1998,2,PAULINE,10.0
1999,1,THOMAS,1.0
1999,1,LUCAS,2.0
1999,1,MAXIME,3.0
1999,1,HUGO,4.0
1999,1,ALEXANDRE,5.0
1999,1,QUENTIN,6.0
1999,1,NICOLAS,7.0
1999,1,THÉO,8.0
1999,1,ANTOINE,9.0
1999,1,VALENTIN,10.0
1999,2,LÉA,1.0
1999,2,MANON,2.0
1999,2,CAMILLE,3.0
1999,2,MARIE,4.0
1999,2,CHLOÉ,5.0
1999,2,OCÉANE,6.0
1999,2,EMMA,7.0
1999,2,LAURA,8.0
1999,2,SARAH,9.0
1999,2,JULIE,10.0
2000,1,THOMAS,1.0
2000,1,LUCAS,2.0
2000,1,THÉO,3.0
2000,1,HUGO,4.0
2000,1,MAXIME,5.0
2000,1,NICOLAS,6.0
2000,1,QUENTIN,7.0
2000,1,ALEXANDRE,8.0
2000,1,ANTOINE,9.0
2000,1,CLÉMENT,10.0
2000,2,LÉA,1.0
2000,2,MANON,2.0
2000,2,CAMILLE,3.0
2000,2,CHLOÉ,4.0
2000,2,EMMA,5.0
2000,2,MARIE,6.0
2000,2,OCÉANE,7.0
2000,2,SARAH,8.0
2000,2,LAURA,9.0
2000,2,MATHILDE,10.0
2001,1,THOMAS,1.0
2001,1,LUCAS,2.0
2001,1,THÉO,3.0
2001,1,HUGO,4.0
2001,1,MAXIME,5.0
2001,1,ANTOINE,6.0
2001,1,NICOLAS,7.0
2001,1,QUENTIN,8.0
2001,1,CLÉMENT,9.0
2001,1,ALEXANDRE,10.0
2001,2,LÉA,1.0
2001,2,MANON,2.0
2001,2,CHLOÉ,3.0
2001,2,CAMILLE,4.0
2001,2,EMMA,5.0
2001,2,OCÉANE,6.0
2001,2,MARIE,7.0
2001,2,SARAH,8.0
2001,2,LAURA,9.0
2001,2,CLARA,10.0
2002,1,LUCAS,1.0
2002,1,THÉO,2.0
2002,1,THOMAS,3.0
2002,1,HUGO,4.0
2002,1,MAXIME,5.0
2002,1,ENZO,6.0
2002,1,ANTOINE,7.0
2002,1,CLÉMENT,8.0
2002,1,ALEXANDRE,9.0
2002,1,QUENTIN,10.0
2002,2,LÉA,1.0
2002,2,MANON,2.0
2002,2,EMMA,3.0
2002,2,CHLOÉ,4.0
2002,2,CAMILLE,5.0
2002,2,OCÉANE,6.0
2002,2,CLARA,7.0
2002,2,MARIE,8.0
2002,2,SARAH,9.0
2002,2,INÈS,10.0
2003,1,LUCAS,1.0
2003,1,THÉO,2.0
2003,1,HUGO,3.0
2003,1,THOMAS,4.0
2003,1,ENZO,5.0
2003,1,MAXIME,6.0
2003,1,ALEXANDRE,7.0
2003,1,MATHIS,8.0
2003,1,NATHAN,9.0
2003,1,ANTOINE,10.0
2003,2,LÉA,1.0
2003,2,MANON,2.0
2003,2,EMMA,3.0
2003,2,CHLOÉ,4.0
2003,2,CAMILLE,5.0
2003,2,OCÉANE,6.0
2003,2,INÈS,7.0
2003,2,MARIE,8.0
2003,2,CLARA,9.0
2003,2,SARAH,10.0
2004,1,ENZO,1.0
2004,1,LUCAS,2.0
2004,1,THÉO,3.0
2004,1,THOMAS,4.0
2004,1,HUGO,5.0
2004,1,MATHIS,6.0
2004,1,NATHAN,7.0
2004,1,MAXIME,8.0
2004,1,CLÉMENT,9.0
2004,1,LOUIS,10.0
2004,2,LÉA,1.0
2004,2,EMMA,2.0
2004,2,MANON,3.0
2004,2,CHLOÉ,4.0
2004,2,CLARA,5.0
2004,2,CAMILLE,6.0
2004,2,INÈS,7.0
2004,2,SARAH,8.0
2004,2,OCÉANE,9.0
2004,2,MARIE,10.0
2005,1,ENZO,1.0
2005,1,LUCAS,2.0
2005,1,MATHIS,3.0
2005,1,THOMAS,4.0
2005,1,THÉO,5.0
2005,1,HUGO,6.0
2005,1,NATHAN,7.0
2005,1,TOM,8.0
2005,1,CLÉMENT,9.0
2005,1,MAXIME,10.0
2005,2,EMMA,1.0
2005,2,LÉA,2.0
2005,2,CLARA,3.0
2005,2,MANON,4.0
2005,2,CHLOÉ,5.0
2005,2,CAMILLE,6.0
2005,2,SARAH,7.0
2005,2,INÈS,8.0
2005,2,JADE,9.0
2005,2,LUCIE,10.0
2006,1,ENZO,1.0
2006,1,LUCAS,2.0
2006,1,MATHIS,3.0
2006,1,NATHAN,4.0
2006,1,THOMAS,5.0
2006,1,HUGO,6.0
2006,1,THÉO,7.0
2006,1,TOM,8.0
2006,1,RAPHAËL,9.0
2006,1,LOUIS,10.0
2006,2,EMMA,1.0
2006,2,LÉA,2.0
2006,2,CLARA,3.0
2006,2,MANON,4.0
2006,2,CHLOÉ,5.0
2006,2,CAMILLE,6.0
2006,2,INÈS,7.0
2006,2,SARAH,8.0
2006,2,JADE,9.0
2006,2,LOLA,10.0
2007,1,ENZO,1.0
2007,1,LUCAS,2.0
2007,1,NATHAN,3.0
2007,1,MATHIS,4.0
2007,1,LOUIS,5.0
2007,1,THOMAS,6.0
2007,1,HUGO,7.0
2007,1,THÉO,8.0
2007,1,RAPHAËL,9.0
2007,1,MATHÉO,10.0
2007,2,EMMA,1.0
2007,2,LÉA,2.0
2007,2,CLARA,3.0
2007,2,CHLOÉ,4.0
2007,2,MANON,5.0
2007,2,INÈS,6.0
2007,2,CAMILLE,7.0
2007,2,SARAH,8.0
2007,2,JADE,9.0
2007,2,LOLA,10.0
2008,1,LUCAS,1.0
2008,1,ENZO,2.0
2008,1,NATHAN,3.0
2008,1,MATHIS,4.0
2008,1,LOUIS,5.0
2008,1,HUGO,6.0
2008,1,MAXIME,7.0
2008,1,JULES,8.0
2008,1,THOMAS,9.0
2008,1,TOM,10.0
2008,2,EMMA,1.0
2008,2,LÉA,2.0
2008,2,JADE,3.0
2008,2,MANON,4.0
2008,2,CHLOÉ,5.0
2008,2,INÈS,6.0
2008,2,CAMILLE,7.0
2008,2,CLARA,8.0
2008,2,SARAH,9.0
2008,2,LOLA,10.0
2009,1,LUCAS,1.0
2009,1,NATHAN,2.0
2009,1,ENZO,3.0
2009,1,LOUIS,4.0
2009,1,MATHIS,5.0
2009,1,JULES,6.0
2009,1,GABRIEL,7.0
2009,1,HUGO,8.0
2009,1,RAPHAËL,9.0
2009,1,LÉO,10.0
2009,2,EMMA,1.0
2009,2,JADE,2.0
2009,2,LÉA,3.0
2009,2,CHLOÉ,4.0
2009,2,MANON,5.0
2009,2,INÈS,6.0
2009,2,CAMILLE,7.0
2009,2,SARAH,8.0
2009,2,ZOÉ,9.0
2009,2,LOLA,10.0
2010,1,NATHAN,1.0
2010,1,LUCAS,2.0
2010,1,ENZO,3.0
2010,1,LOUIS,4.0
2010,1,HUGO,5.0
2010,1,GABRIEL,6.0
2010,1,ETHAN,7.0
2010,1,MATHIS,8.0
2010,1,JULES,9.0
2010,1,ARTHUR,10.0
2010,2,EMMA,1.0
2010,2,MANON,2.0
2010,2,LOLA,3.0
2010,2,JADE,4.0
2010,2,CAMILLE,5.0
2010,2,SARAH,6.0
2010,2,LOUISE,7.0
2010,2,LILOU,8.0
2010,2,LÉA,9.0
2010,2,CLARA,10.0
2011,1,LUCAS,1.0
2011,1,NATHAN,2.0
2011,1,ENZO,3.0
2011,1,GABRIEL,4.0
2011,1,LOUIS,5.0
2011,1,HUGO,6.0
2011,1,JULES,7.0
2011,1,ARTHUR,8.0
2011,1,ETHAN,9.0
2011,1,TOM,10.0
2011,2,EMMA,1.0
2011,2,MANON,2.0
2011,2,JADE,3.0
2011,2,LOLA,4.0
2011,2,CAMILLE,5.0
2011,2,LOUISE,6.0
2011,2,SARAH,7.0
2011,2,LILOU,8.0
2011,2,LINA,9.0
2011,2,CHLOÉ,10.0
2012,1,LUCAS,1.0
2012,1,NATHAN,2.0
2012,1,LOUIS,3.0
2012,1,GABRIEL,4.0
2012,1,ETHAN,5.0
2012,1,HUGO,6.0
2012,1,ENZO,7.0
2012,1,JULES,8.0
2012,1,LÉO,9.0
2012,1,ADAM,10.0
2012,2,EMMA,1.0
2012,2,LOUISE,2.0
2012,2,MANON,3.0
2012,2,JADE,4.0
2012,2,CHLOÉ,5.0
2012,2,LOLA,6.0
2012,2,LÉA,7.0
2012,2,CAMILLE,8.0
2012,2,LINA,9.0
2012,2,SARAH,10.0
2013,1,LUCAS,1.0
2013,1,HUGO,2.0
2013,1,LOUIS,3.0
2013,1,GABRIEL,4.0
2013,1,ETHAN,5.0
2013,1,NATHAN,6.0
2013,1,LÉO,7.0
2013,1,ADAM,8.0
2013,1,JULES,9.0
2013,1,NOLAN,10.0
2013,2,EMMA,1.0
2013,2,LOUISE,2.0
2013,2,CHLOÉ,3.0
2013,2,JADE,4.0
2013,2,MANON,5.0
2013,2,LÉA,6.0
2013,2,LOLA,7.0
2013,2,CAMILLE,8.0
2013,2,INÈS,9.0
2013,2,LINA,10.0
2014,1,LUCAS,1.0
2014,1,GABRIEL,2.0
2014,1,LOUIS,3.0
2014,1,HUGO,4.0
2014,1,JULES,5.0
2014,1,ADAM,6.0
2014,1,ETHAN,7.0
2014,1,LÉO,8.0
2014,1,NATHAN,9.0
2014,1,NOLAN,10.0
2014,2,JADE,1.0
2014,2,LOUISE,2.0
2014,2,EMMA,3.0
2014,2,CHLOÉ,4.0
2014,2,MANON,5.0
2014,2,LÉA,6.0
2014,2,LOLA,7.0
2014,2,LINA,8.0
2014,2,ALICE,9.0
2014,2,CAMILLE,10.0
2015,1,GABRIEL,1.0
2015,1,JULES,2.0
2015,1,LUCAS,3.0
2015,1,LOUIS,4.0
2015,1,ADAM,5.0
2015,1,HUGO,6.0
2015,1,LÉO,7.0
2015,1,RAPHAËL,8.0
2015,1,ETHAN,9.0
2015,1,NATHAN,10.0
2015,2,LOUISE,1.0
2015,2,EMMA,2.0
2015,2,JADE,3.0
2015,2,CHLOÉ,4.0
2015,2,MANON,5.0
2015,2,ALICE,6.0
2015,2,LINA,7.0
2015,2,LÉA,8.0
2015,2,LOLA,9.0
2015,2,CAMILLE,10.0
2016,1,GABRIEL,1.0
2016,1,JULES,2.0
2016,1,ADAM,3.0
2016,1,LUCAS,4.0
2016,1,LOUIS,5.0
2016,1,RAPHAËL,6.0
2016,1,HUGO,7.0
2016,1,LÉO,8.0
2016,1,ETHAN,9.0
2016,1,LIAM,10.0
2016,2,EMMA,1.0
2016,2,LOUISE,2.0
2016,2,JADE,3.0
2016,2,ALICE,4.0
2016,2,CHLOÉ,5.0
2016,2,MILA,6.0
2016,2,LÉA,7.0
2016,2,LINA,8.0
2016,2,MANON,9.0
2016,2,LOLA,10.0
2017,1,GABRIEL,1.0
2017,1,LOUIS,2.0
2017,1,RAPHAËL,3.0
2017,1,JULES,4.0
2017,1,ADAM,5.0
2017,1,LUCAS,6.0
2017,1,LÉO,7.0
2017,1,HUGO,8.0
2017,1,ARTHUR,9.0
2017,1,NATHAN,10.0
2017,2,EMMA,1.0
2017,2,LOUISE,2.0
2017,2,JADE,3.0
2017,2,ALICE,4.0
2017,2,CHLOÉ,5.0
2017,2,LINA,6.0
2017,2,MILA,7.0
2017,2,LÉA,8.0
2017,2,MANON,9.0
2017,2,ROSE,10.0
2018,1,GABRIEL,1.0
2018,1,RAPHAËL,2.0
2018,1,LÉO,3.0
2018,1,LOUIS,4.0
2018,1,LUCAS,5.0
2018,1,ADAM,6.0
2018,1,ARTHUR,7.0
2018,1,JULES,8.0
2018,1,HUGO,9.0
2018,1,MAËL,10.0
2018,2,EMMA,1.0
2018,2,JADE,2.0
2018,2,LOUISE,3.0
2018,2,ALICE,4.0
2018,2,CHLOÉ,5.0
2018,2,LINA,6.0
2018,2,LÉA,7.0
2018,2,ROSE,8.0
2018,2,ANNA,9.0
2018,2,MILA,10.0
2019,1,GABRIEL,1.0
2019,1,LÉO,2.0
2019,1,RAPHAËL,3.0
2019,1,ARTHUR,4.0
2019,1,LOUIS,5.0
2019,1,LUCAS,6.0
2019,1,ADAM,7.0
2019,1,JULES,8.0
2019,1,HUGO,9.0
2019,1,MAËL,10.0
2019,2,EMMA,1.0
2019,2,JADE,2.0
2019,2,LOUISE,3.0
2019,2,ALICE,4.0
2019,2,LINA,5.0
2019,2,CHLOÉ,6.0
2019,2,ROSE,7.0
2019,2,LÉA,8.0
2019,2,MILA,9.0
2019,2,AMBRE,10.0
2020,1,LÉO,1.0
2020,1,GABRIEL,2.0
2020,1,RAPHAËL,3.0
2020,1,ARTHUR,4.0
2020,1,LOUIS,5.0
2020,1,JULES,6.0
2020,1,ADAM,7.0
2020,1,MAËL,8.0
2020,1,LUCAS,9.0
2020,1,HUGO,10.0
2020,2,JADE,1.0
2020,2,LOUISE,2.0
2020,2,EMMA,3.0
2020,2,ALICE,4.0
2020,2,AMBRE,5.0
2020,2,LINA,6.0
2020,2,ROSE,7.0
2020,2,CHLOÉ,8.0
2020,2,MIA,9.0
2020,2,LÉA,10.0
